Column,  (Number) from top,"Year, Vintage, or NV",Name,Type
26.0,13,1995,Les Fort du Latour - Pauillac,B
26.0,14,1995,Les Fort du Latour - Pauillac,B
,,,,
26.0,15,1983,Cheval Blanc - Saint Emilion,B
26.0,16,1983,Cheval Blanc - Saint Emilion,B
26.0,17,1983,Cheval Blanc - Saint Emilion,B
26.0,18,1983,Cheval Blanc - Saint Emilion,B
26.0,19,1983,Cheval Blanc - Saint Emilion,B
26.0,20,,,
26.0,21,1989,Cantemerle - Haut-Medoc,B
26.0,22,1989,Cantemerle - Haut-Medoc,B
26.0,23,1989,Cantemerle - Haut-Medoc,B
26.0,24,,,
26.0,25,,,
,,,,
,,,,
,,Column 27,,
,,,,
,No,,,
27.0,1,,,
27.0,2,,,
27.0,3,1989,Les Tourelles de Longueville - Pauillac-Medoc,B
27.0,4,1989,Les Tourelles de Longueville - Pauillac-Medoc,B
27.0,5,1989,Les Tourelles de Longueville - Pauillac-Medoc,B
27.0,6,1989,Les Tourelles de Longueville - Pauillac-Medoc,B
27.0,7,,,
27.0,8,,,
27.0,9,1989,Les Tourelles de Longueville - Pauillac-Medoc,B
27.0,10,,,
27.0,11,1988,La Lagune - Haut-Medoc,B
27.0,12,1988,La Lagune - Haut-Medoc,B
27.0,13,1994,Troplong Mondot - Saint Emilion,B
27.0,14,,,
,,,,
27.0,15,2002,Mouton Rothschild - Pauillac,B
27.0,16,2002,Mouton Rothschild - Pauillac,B
27.0,17,2002,Mouton Rothschild - Pauillac,B
27.0,18,1988,La Lagune - Haut-Medoc,B
27.0,19,1988,La Lagune - Haut-Medoc,B
27.0,20,,,
27.0,21,,,
27.0,22,1987,Chimney Rock - Napa,C
27.0,23,1987,Chimney Rock - Napa,C
27.0,24,1986,St. Jean - Alexander Valley,C
27.0,25,,,
,,,,
,,,,
,,Column 28,,
,,,,
,No,,,
28.0,1,,,
28.0,2,,,
28.0,3,,,
28.0,4,,,
28.0,5,,,
28.0,6,2003,A. Rafanelli,C
28.0,7,2003,A. Rafanelli,C
28.0,8,2003,A. Rafanelli,C
28.0,9,,,
28.0,10,,,
28.0,11,1989,Sociando Mallet - Haut-Médoc,B
28.0,12,1989,Sociando Mallet - Haut-Médoc,B
28.0,13,1989,Sociando Mallet - Haut-Médoc,B
28.0,14,1989,Sociando Mallet - Haut-Médoc,B
,,,,
28.0,15,,,
28.0,16,,,
28.0,17,,,
28.0,18,2012,Sénéjac - Haut-Médoc,B
28.0,19,2012,Sénéjac - Haut-Médoc,B
28.0,20,2012,Sénéjac - Haut-Médoc,B
28.0,21,1992,Caymus - Napa,C
28.0,22,,,
28.0,23,,,
28.0,24,1998,Freemark Abbey Bosché - Napa,C
28.0,25,,,
,,,,
,,,,
,,Column 29,,
,,,,
,No,,,
29.0,1,,,
29.0,2,2006,A. Rafanelli,C
29.0,3,2006,A. Rafanelli,C
29.0,4,2006,A. Rafanelli,C
29.0,5,,,
29.0,6,,,
29.0,7,,,
29.0,8,,,
29.0,9,,,
29.0,10,,,
29.0,11,,,
29.0,12,,,
29.0,13,,,
29.0,14,,,
,,,,
29.0,15,,,
29.0,16,1996,Kendall-Jackson Grand Reserve - Napa,C
29.0,17,1990,Lytton Springs - Sonoma,Z
29.0,18,1986,Chateau Gloria - Saint Julien,B
29.0,19,1986,Sterling Three Palms - Napa,C
29.0,20,1987,Whitehall Lane - Napa,C
29.0,21,1993,Ravenswood Pickberry - Sonoma,BL
29.0,22,1986,Arrowood - Sonoma,C
29.0,23,2007,Hess Mt. Veeder - Napa,C
29.0,24,1983,Joseph Phelps - Napa,C BL
29.0,25,1986,Whitehall Lane - Napa,C
,,,,
,,,,
,,Column 30,,
,,,,
,No,,,
30.0,1,2003,A. Rafanelli,C
30.0,2,2003,A. Rafanelli,C
30.0,3,2003,A. Rafanelli,C
30.0,4,2003,A. Rafanelli,C
30.0,5,,,
30.0,6,,,
30.0,7,,,
30.0,8,,,
30.0,9,,,
30.0,10,,,
30.0,11,,,
30.0,12,,,
30.0,13,,,
30.0,14,,,
,,,,
30.0,15,,,
30.0,16,1987,Carmenet - Sonoma,C BL
30.0,17,1990,B.R. Cohn Olive Hill - Sonoma,C
30.0,18,1987,B.R. Cohn Olive Hill - Sonoma,C
30.0,19,1989,Arrowood - Sonoma,M
30.0,20,1985,Monticello Corley Reserve - Napa,C
30.0,21,1990,Groth - Napa,C
30.0,22,1990,Groth - Napa,C
30.0,23,1991,Groth - Napa,C
30.0,24,1987,Whitehall Lane Reserve - Napa,C
30.0,25,1987,Whitehall Lane Reserve - Napa,C
,,,,
,,,,
,,Column 31,,
,,,,
,No,,,
31.0,1,2010,A. Rafanelli,Z
31.0,2,2010,A. Rafanelli,Z
31.0,3,2010,A. Rafanelli,Z
31.0,4,2010,A. Rafanelli,Z
31.0,5,2006,A. Rafanelli,C
31.0,6,,,
31.0,7,,,
31.0,8,,,
31.0,9,,,
31.0,10,,,
31.0,11,,,
31.0,12,,,
31.0,13,,,
31.0,14,,,
,,,,
31.0,15,,,
31.0,16,1987,Benziger of Glen Allen,C
31.0,17,1991,Ridge Pagani Ranch,Z BL
31.0,18,1984,Ridge Howell Mountain,Z BL
31.0,19,1987,Corison - Napa,C
31.0,20,1987,Corison - Napa,C
31.0,21,1987,Optima - Sonoma,C
31.0,22,1986,Beaulieu Georges de Latour Private Reserve,C
31.0,23,2001,Mount Veeder - Napa Reserve,BL
31.0,24,1985,Inglenook - Napa Reunion,C
31.0,25,1985,Inglenook - Napa Reunion,C
,,,,
,,,,
,,Column 32,,
,,,,
,No,,,
32.0,1,,,
32.0,2,,,
32.0,3,,,
32.0,4,2010,A. Rafanelli,Z
32.0,5,2010,A. Rafanelli,Z
32.0,6,,,
32.0,7,,,
32.0,8,,,
32.0,9,,,
32.0,10,,,
32.0,11,,,
32.0,12,,,
32.0,13,,,
32.0,14,,,
,,,,
32.0,15,,,
32.0,16,2000,Montelena - Napa,Z
32.0,17,1990,Anderson's Conn Valley Estate Reserve - Napa,C
32.0,18,1987,Hess Collection - Napa,C
32.0,19,1990,Calera Mills Mt. Harlan,Pinot Noir
32.0,20,1987,Mount Eden Santa Cruz Mtns,C BL
32.0,21,1990,Ridge Jimsomare,C
32.0,22,1990,Dehlinger Sonoma County Selection,Pinot Noir
32.0,23,1985,Mondavi Napa Reserve,C
32.0,24,1982,Mondavi Napa Reserve,C
32.0,25,1984,Insignia Joseph Phelps - Napa,BL
,,,,
,,,,
,,Column 33,,
,,,,
,No,,,
33.0,1,2015,Josh North Coast Reserve,C
33.0,2,2015,Josh North Coast Reserve,C
33.0,3,2015,Sequoia Grove - Napa,C
33.0,4,2015,Sequoia Grove - Napa,C
33.0,5,2015,Sequoia Grove - Napa,C
33.0,6,,,
33.0,7,,,
33.0,8,,,
33.0,9,,,
33.0,10,,,
33.0,11,,,
33.0,12,,,
33.0,13,,,
33.0,14,,,
,,,,
33.0,15,,,
33.0,16,1987,Markham - Napa,C
33.0,17,2004,Staagecoach Levendi,C
33.0,18,2008,James Joseph Howell Mtn Reserve,C
33.0,19,2012,Stag's Leap Artemis - Napa,C
33.0,20,2014,Cambria Pommard Clone 4 ,Pinot Noir
33.0,21,1984,Beaulieu Georges de Latour Private Reserve,C
33.0,22,1984,Kenwood - Sonoma,C
33.0,23,1986,Joseph Phelps - Napa,C
33.0,24,1985,Shafer Hillside Select - Stag's Leap Napa,C
33.0,25,1985,Shafer Hillside Select - Stag's Leap Napa,C
,,,,
,,,,
,,Column 34,,
,,,,
,No,,,
34.0,1,2015,Beringer Knights Valley,C
34.0,2,2015,Beringer Knights Valley,C
34.0,3,2015,Beringer Knights Valley,C
34.0,4,,,
34.0,5,2015,Raymond Reserve - Napa,C
34.0,6,,,
34.0,7,,,
34.0,8,,,
34.0,9,,,
34.0,10,,,
34.0,11,,,
34.0,12,,,
34.0,13,,,
34.0,14,,,
,,,,
34.0,15,,,
34.0,16,2014,Les Grandes Marnes Renaissance - Sancerre,Sauv B (WB?)
34.0,17,2014,Les Grandes Marnes Renaissance - Sancerre,Sauv B (WB?)
34.0,18,2014,Les Grandes Marnes Renaissance - Sancerre,Sauv B (WB?)
34.0,19,1992,Matanzas Creek - Sonoma,M
34.0,20,1997,Kenwood Jack London,C
34.0,21,1987,St. Jean - Alexander Valley,C
34.0,22,2002,Cardinale - Napa,C
34.0,23,1998,Kistler Carneros,Chard
34.0,24,2003,Long Vineyards - Napa,Chard
34.0,25,1995,Mount Veeder - Napa,C
,,,,
,,,,
,,Column 35,,
,,,,
,No,,,
35.0,1,2013,Ferari-Carano Tresor,C BL
35.0,2,2013,Ferari-Carano Tresor,C BL
35.0,3,2015,Raymond Reserve - Napa,C
35.0,4,2015,Raymond Reserve - Napa,C
35.0,5,2015,Raymond Reserve - Napa,C
35.0,6,2009,Honig - Napa,C
35.0,7,2011,Honig - Napa,C
35.0,8,2011,Honig - Napa,C
35.0,9,2016,Charles Krug - Napa,C
35.0,10,2016,Charles Krug - Napa,C
35.0,11,2016,Charles Krug - Napa,C
35.0,12,2010,St. Clement - Napa,C
35.0,13,2008,Chappellet - Napa,C
35.0,14,,,
,,,,
35.0,15,2011,A. Rafanelli,Z
35.0,16,,,
35.0,17,,,
35.0,18,,,
35.0,19,2011,A. Rafanelli,Z
35.0,20,2011,A. Rafanelli,Z
35.0,21,2011,A. Rafanelli,Z
35.0,22,2011,A. Rafanelli,Z
35.0,23,2011,A. Rafanelli,Z
35.0,24,2011,A. Rafanelli,Z
35.0,25,2011,A. Rafanelli,Z
,,,,
,,,,
,,Column 36,,
,,,,
,No,,,
36.0,1,2016,Adobe Road - Redline,C BL
36.0,2,2016,Adobe Road - Redline,C BL
36.0,3,2016,Adobe Road - Redline,C BL
36.0,4,2015,Martini - Alexander Valley,C
36.0,5,2015,Martini - Alexander Valley,C
36.0,6,2008,Mondavi - Napa,C
36.0,7,2008,Martini - Napa,C
36.0,8,2007,Chimney Rock - Stag's Leap ,C
36.0,9,2016,Faust - Napa,C
36.0,10,2016,Faust - Napa,C
36.0,11,2016,Faust - Napa,C
36.0,12,2012,Beringer Reserve - Knights Valley,C
36.0,13,2012,Beringer Reserve - Knights Valley,C
36.0,14,2012,Beringer Reserve - Knights Valley,C
,,,,
36.0,15,2017,Reynolds Persistence - Napa,BL
36.0,16,2007,Reynolds Persistence - Napa,BL
36.0,17,,,
36.0,18,,,
36.0,19,,,
36.0,20,,,
36.0,21,,,
36.0,22,,,
36.0,23,,,
36.0,24,,,
36.0,25,,,
,,,,
,,,,
,,Column 37,,
,,,,
,No,,,
37.0,1,,,
37.0,2,,,
37.0,3,,,
37.0,4,2008,Ramey Claret - Napa,C BL
37.0,5,2016,Frei Brothers - Alexander Valley,C
37.0,6,2016,Frei Brothers - Alexander Valley,C
37.0,7,2016,Frei Brothers - Alexander Valley,C
37.0,8,2016,Hess Allomi - Napa,C
37.0,9,2016,Hess Allomi - Napa,C
37.0,10,2016,Hess Allomi - Napa,C
37.0,11,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
37.0,12,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
37.0,13,1989,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
37.0,14,1990,Alsace Grand Cru - Muenchberg ,Riesling
,,,,
37.0,15,1988,La Tour Blanche - Sauternes,B
37.0,16,1988,La Tour Blanche - Sauternes,B
37.0,17,,,
37.0,18,1988,La Tour Blanche - Sauternes,B
37.0,19,1988,La Tour Blanche - Sauternes,B
37.0,20,1988,La Tour Blanche - Sauternes,B
37.0,21,1988,La Tour Blanche - Sauternes,B
37.0,22,1986,Rabaud-Promis - Sauternes,B
37.0,23,1986,Rabaud-Promis - Sauternes,B
37.0,24,1986,Sigalas Rabaud - Sauternes,B
37.0,25,1986,Sigalas Rabaud - Sauternes,B
,,,,
,,,,
,,Column 38,,
,,,,
,No,,,
38.0,1,,,
38.0,2,,,
38.0,3,,,
38.0,4,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,5,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,6,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,7,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,8,1989,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,9,1989,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,10,1992,Steltzner Late Harvest - Oak Knoll Ranch Napa,Sauv B
38.0,11,,,
38.0,12,1989,Scheurebe - Weingut Lingenfelder,Scheurebe
38.0,13,1990,Scheurebe - Weingut Lingenfelder,Scheurebe
38.0,14,1991,Scheurebe - Weingut Lingenfelder,Scheurebe
,,,,
38.0,15,1988,d'Yquem Lur-Saluces - Sauternes,B
38.0,16,1989,d'Yquem Lur-Saluces - Sauternes,B
38.0,17,1989,d'Yquem Lur-Saluces - Sauternes,B
38.0,18,1989,d'Yquem Lur-Saluces - Sauternes,B
38.0,19,,,
38.0,20,,,
38.0,21,,,
38.0,22,1982,d'Yquem Lur-Saluces - Sauternes,B
38.0,23,,Yalumba Museum Show Reserve,Muscat
38.0,24,,Yalumba Museum Show Reserve,Muscat
38.0,25,1990,Chapoutier De Beaumes De Venise - Rhone,Muscat
,,,,
,,,,
,,Column 39,,
,,,,
,No,,,
39.0,1,,,
39.0,2,,,
39.0,3,,,
39.0,4,2013,A. Rafanelli,Z
39.0,5,2013,A. Rafanelli,Z
39.0,6,2013,A. Rafanelli,Z
39.0,7,2013,A. Rafanelli,Z
39.0,8,,,
39.0,9,1989,Freemark Abbey Edelwein Gold,Riesling
39.0,10,1989,Freemark Abbey Edelwein Gold,Riesling
39.0,11,1998,Arrowood Preston Ranch SLH,Riesling
39.0,12,1988,St. Jean SSLH Russian River Valley,Riesling
39.0,13,1989,St. Jean SSLH Hoot Owl Creek - Alexander Vall.,Riesling
39.0,14,1988,d'Arche - Sauternes,B
,,,,
39.0,15,1990,de Fargues Lur-Saluces - Sauternes,B
39.0,16,,,
39.0,17,,,
39.0,18,1988,d'Yquem Lur-Saluces - Sauternes,B
39.0,19,1986,Guirard - Sauternes,B
39.0,20,1986,Guirard - Sauternes,B
39.0,21,1986,Guirard - Sauternes,B
39.0,22,1986,Guirard - Sauternes,B
39.0,23,,,
39.0,24,1986,Guirard - Sauternes,B
39.0,25,1988,Lafaurie-Peyraguey - Sauternes,B
,,,,
,,,,
,,Column 40,,
,,,,
,No,,,
40.0,1,,,
40.0,2,,,
40.0,3,,,
40.0,4,2013,A. Rafanelli,Z
40.0,5,2013,A. Rafanelli,Z
40.0,6,2013,A. Rafanelli,Z
40.0,7,2013,A. Rafanelli,Z
40.0,8,1988,d'Arche - Sauternes,B
40.0,9,1988,d'Arche - Sauternes,B
40.0,10,1988,d'Arche - Sauternes,B
40.0,11,1988,d'Arche - Sauternes,B
40.0,12,1988,d'Arche - Sauternes,B
40.0,13,1988,d'Arche - Sauternes,B
40.0,14,,,
,,,,
40.0,15,1988,Rieussec - Sauternes,B
40.0,16,,,
40.0,17,,,
40.0,18,1988,Rieussec - Sauternes,B
40.0,19,1988,Rieussec - Sauternes,B
40.0,20,1988,Rieussec - Sauternes (750 mL),B
40.0,21,,,
40.0,22,,,
40.0,23,,,
40.0,24,,,
40.0,25,,,
,,,,
,,,,
,,Column 41,,
,,,,
,No,,,
41.0,1,,,
41.0,2,,,
41.0,3,1986,Doisy Dubroca - Sauternes-Barsac,B
41.0,4,1986,Doisy Dubroca - Sauternes-Barsac,B
41.0,5,1986,Sigalas Rabaud - Sauternes,B
41.0,6,1986,Sigalas Rabaud - Sauternes,B
41.0,7,1988,La Tour Blanche - Sauternes,B
41.0,8,1988,La Tour Blanche - Sauternes,B
41.0,9,1988,La Tour Blanche - Sauternes,B
41.0,10,1988,La Tour Blanche - Sauternes,B
41.0,11,1988,Rieussec - Sauternes,B
41.0,12,,,
41.0,13,,,
41.0,14,,,
,,,,
41.0,15,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,16,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,17,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,18,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,19,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,20,2012,St Innocent Freedom Hill - Willamette,Pinot Noir
41.0,21,,,
41.0,22,,,
41.0,23,,,
41.0,24,,,
41.0,25,,,
,,,,
,,,,
,,Column 42,,
,,,,
,No,,,
42.0,1,,,
42.0,2,,,
42.0,3,2012,A. Rafanelli,C
42.0,4,2012,A. Rafanelli,C
42.0,5,2012,A. Rafanelli,C
42.0,6,2012,A. Rafanelli,C
42.0,7,2012,A. Rafanelli,C
42.0,8,2012,A. Rafanelli,C
42.0,9,2012,A. Rafanelli,C
42.0,10,2012,A. Rafanelli,C
42.0,11,2012,A. Rafanelli,C
42.0,12,2012,A. Rafanelli,C
42.0,13,2012,A. Rafanelli,C
42.0,14,2012,A. Rafanelli,C
,,,,
42.0,15,2004,Puriri Hills Clevedon Reserve,BL
42.0,16,2004,Puriri Hills Clevedon Estate,BL
42.0,17,2004,Puriri Hills Clevedon Estate,BL
42.0,18,2013,Cambria Barbara's Clone 667 (signed),Pinot Noir
42.0,19,2013,Cambria Barbara's Clone 667 (signed),Pinot Noir
42.0,20,2014,Cambria Pommard Clone 4 (signed),Pinot Noir
42.0,21,2014,Cambria Pommard Clone 4 (signed),Pinot Noir
42.0,22,2014,Cambria Pommard Clone 4 (signed),Pinot Noir
42.0,23,2002,Puriri Hills Clevedon Reserve,BL
42.0,24,2005,Puriri Hills Clevedon Reserve,BL
42.0,25,1982,Montelena Napa,C
,,,,
,,,,
,,Column 43,,
,,,,
,No,,,
43.0,1,,,
43.0,2,,,
43.0,3,2014,A. Rafanelli,Z
43.0,4,2014,A. Rafanelli,Z
43.0,5,2014,A. Rafanelli,Z
43.0,6,2014,A. Rafanelli,Z
43.0,7,2014,A. Rafanelli,Z
43.0,8,2014,A. Rafanelli,Z
43.0,9,2014,A. Rafanelli,Z
43.0,10,2014,A. Rafanelli,Z
43.0,11,2014,A. Rafanelli,Z
43.0,12,2014,A. Rafanelli,Z
43.0,13,2014,A. Rafanelli,Z
43.0,14,2014,A. Rafanelli,Z
,,,,
43.0,15,1987,Montelena - Napa,C
43.0,16,,,
43.0,17,1987,Montelena - Napa,C
43.0,18,1987,Montelena - Napa,C
43.0,19,1997,Montelena - Napa,C
43.0,20,1987,Montelena - Napa,C
43.0,21,1999,Montelena - Napa,C
43.0,22,1987,Montelena - Napa,C
43.0,23,1987,Montelena - Napa,C
43.0,24,1984,Montelena - Napa,C
43.0,25,1984,Montelena - Napa,C
,,,,
,,,,
,,Column 44,,
,,,,
,No,,,
44.0,1,,,
44.0,2,,,
44.0,3,,,
44.0,4,,,
44.0,5,1992,Forman - Napa,C
44.0,6,1992,Forman - Napa,C
44.0,7,1990,Forman - Napa,C
44.0,8,1990,Forman - Napa,C
44.0,9,1988,Forman - Napa,C
44.0,10,1988,Montelena - Napa,C
44.0,11,1998,Montelena - Napa,C
44.0,12,,,
44.0,13,1988,Montelena - Napa,C
44.0,14,1996,Montelena - Napa,C
,,,,
44.0,15,1996,Montelena - Napa,C
44.0,16,,,
44.0,17,1996,Montelena - Napa,C
44.0,18,1996,Montelena - Napa,C
44.0,19,1996,Montelena - Napa,C
44.0,20,1996,Montelena - Napa,C
44.0,21,1985,Montelena - Napa,C
44.0,22,1986,Montelena - Napa,C
44.0,23,1986,Montelena - Napa,C
44.0,24,1983,Montelena - Napa,C
44.0,25,1982,Montelena - Napa,C
,,,,
,,,,
,,Column 45,,
,,,,
,No,,,
45.0,1,,,
45.0,2,,,
45.0,3,2005,A. Rafanelli,C
45.0,4,2005,A. Rafanelli,C
45.0,5,2005,A. Rafanelli,C
45.0,6,2005,A. Rafanelli,C
45.0,7,2005,A. Rafanelli,C
45.0,8,2005,A. Rafanelli,C
45.0,9,2005,A. Rafanelli,C
45.0,10,2005,A. Rafanelli,C
45.0,11,2002,A. Rafanelli,C
45.0,12,2002,A. Rafanelli,C
45.0,13,2015,Grand Puy-Ducasse - Pauillac,B
45.0,14,2015,Grand Puy-Ducasse - Pauillac,B
,,,,
45.0,15,2015,Grand Puy-Ducasse - Pauillac,B
45.0,16,2015,Saintayme - Saint Emilion,B
45.0,17,2015,Saintayme - Saint Emilion,B
45.0,18,2015,Saintayme - Saint Emilion,B
45.0,19,2015,Saintayme - Saint Emilion,B
45.0,20,2015,Saintayme - Saint Emilion,B
45.0,21,2015,Saintayme - Saint Emilion,B
45.0,22,2015,Larrivet Haut-Brion Pessac-Leognan,B
45.0,23,2015,Larrivet Haut-Brion Pessac-Leognan,B
45.0,24,2015,Larrivet Haut-Brion Pessac-Leognan,B
45.0,25,2015,Larrivet Haut-Brion Pessac-Leognan,B
,,,,
,,,,
,,Column 46,,
,,,,
,No,,,
46.0,1,,,
46.0,2,,,
46.0,3,2007,A. Rafanelli,Z
46.0,4,2007,A. Rafanelli,Z
46.0,5,2007,A. Rafanelli,Z
46.0,6,2007,A. Rafanelli,Z
46.0,7,2007,A. Rafanelli,Z
46.0,8,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,9,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,10,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,11,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,12,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,13,2014,Patricia Green Ribbon Ridge Estate,Pinot Noir
46.0,14,2015,Cantemerle Haut-Medoc,B
,,,,
46.0,15,2015,Cantemerle Haut-Medoc,B
46.0,16,2015,Cantemerle Haut-Medoc,B
46.0,17,2015,Cantemerle Haut-Medoc,B
46.0,18,2015,Cantemerle Haut-Medoc,B
46.0,19,2015,Cantemerle Haut-Medoc,B
46.0,20,2015,de Laussac Côtes de Bordeaux,B
46.0,21,2015,de Laussac Côtes de Bordeaux,B
46.0,22,2015,de Laussac Côtes de Bordeaux,B
46.0,23,2015,de Laussac Côtes de Bordeaux,B
46.0,24,2015,Larrivet Haut-Brion Pessac-Leognan,B
46.0,25,2015,Larrivet Haut-Brion Pessac-Leognan,B
,,,,
,,,,
,,Column 47,,
,,,,
,No,,,
47.0,1,,,
47.0,2,,,
47.0,3,,,
47.0,4,2007,A. Rafanelli,Z
47.0,5,2007,A. Rafanelli,Z
47.0,6,2007,A. Rafanelli,Z
47.0,7,2007,A. Rafanelli,Z
47.0,8,2007,A. Rafanelli,Z
47.0,9,2014,Patricia Green Reserve,Pinot Noir
47.0,10,2014,Patricia Green Reserve,Pinot Noir
47.0,11,2014,Patricia Green Reserve,Pinot Noir
47.0,12,2014,Patricia Green Reserve,Pinot Noir
47.0,13,,,
47.0,14,,,
,,,,
47.0,15,1991,Spottswoode - Napa,C
47.0,16,,,
47.0,17,1989,Spottswoode - Napa,C
47.0,18,1990,Spottswoode - Napa,C
47.0,19,1991,Spottswoode - Napa,C
47.0,20,1989,Spottswoode - Napa,C
47.0,21,1993,Spottswoode - Napa,C
47.0,22,1995,Hess Collection Mt. Veeder - Napa,C
47.0,23,1995,Hess Collection Mt. Veeder - Napa,C
47.0,24,2015,de Laussac Côtes de Bordeaux,B
47.0,25,2015,de Laussac Côtes de Bordeaux,B
,,,,
,,,,
,,Column 48,,
,,,,
,No,,,
48.0,1,,,
48.0,2,,,
48.0,3,1998,Quinault L'enclos - Saint Emilion,B
48.0,4,1998,Quinault L'enclos - Saint Emilion,B
48.0,5,1998,Quinault L'enclos - Saint Emilion,B
48.0,6,1998,Quinault L'enclos - Saint Emilion,B
48.0,7,1998,Quinault L'enclos - Saint Emilion,B
48.0,8,1998,Quinault L'enclos - Saint Emilion,B
48.0,9,1998,Quinault L'enclos - Saint Emilion,B
48.0,10,1998,Quinault L'enclos - Saint Emilion,B
48.0,11,1998,Quinault L'enclos - Saint Emilion,B
48.0,12,1998,Quinault L'enclos - Saint Emilion,B
48.0,13,,,
48.0,14,1995,Ducru-Beaucaillou - Saint Julien Medoc,B
,,,,
48.0,15,1995,Ducru-Beaucaillou - Saint Julien Medoc,B
48.0,16,1995,Ducru-Beaucaillou - Saint Julien Medoc,B
48.0,17,1995,Ducru-Beaucaillou - Saint Julien Medoc,B
48.0,18,1995,Ducru-Beaucaillou - Saint Julien Medoc,B
48.0,19,,,
48.0,20,,,
48.0,21,,,
48.0,22,,,
48.0,23,1994,Troplong Mondot - Saint Emilion,B
48.0,24,1994,Troplong Mondot - Saint Emilion,B
48.0,25,1994,Troplong Mondot - Saint Emilion,B
,,,,
,,,,
,,Column 49,,
,,,,
,No,,,
49.0,1,,,
49.0,2,,,
49.0,3,1998,Ferrand Lartigue - Saint Emilion,B
49.0,4,1998,Ferrand Lartigue - Saint Emilion,B
49.0,5,1998,Ferrand Lartigue - Saint Emilion,B
49.0,6,1998,Ferrand Lartigue - Saint Emilion,B
49.0,7,1998,Ferrand Lartigue - Saint Emilion,B
49.0,8,1998,Ferrand Lartigue - Saint Emilion,B
49.0,9,1998,Ferrand Lartigue - Saint Emilion,B
49.0,10,1998,Ferrand Lartigue - Saint Emilion,B
49.0,11,1998,Ferrand Lartigue - Saint Emilion,B
49.0,12,1998,Ferrand Lartigue - Saint Emilion,B
49.0,13,1998,Ferrand Lartigue - Saint Emilion,B
49.0,14,1986,Cos d'Estournel - Saint Estephe,B
,,,,
49.0,15,1995,Cos d'Estournel - Saint Estephe,B
49.0,16,1995,Cos d'Estournel - Saint Estephe,B
49.0,17,1995,Cos d'Estournel - Saint Estephe,B
49.0,18,1985,Lynch Bages - Pauillac,B
49.0,19,1989,Lynch Bages - Pauillac,B
49.0,20,1988,Lynch Bages - Pauillac,B
49.0,21,1985,Lynch Bages - Pauillac,B
49.0,22,,,
49.0,23,,,
49.0,24,,,
49.0,25,,,
,,,,
,,,,
,,Column 50,,
,,,,
,No,,,
50.0,1,,,
50.0,2,,,
50.0,3,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,4,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,5,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,6,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,7,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,8,2001,Moulin de Duhart Rothschild - Pauillac,B
50.0,9,1990,La Dominique - Saint Emilion,B
50.0,10,1990,La Dominique - Saint Emilion,B
50.0,11,,,
50.0,12,,,
50.0,13,,,
50.0,14,,,
,,,,
50.0,15,1982,Gruaud Larose - Saint Julien,B
50.0,16,1982,Gruaud Larose - Saint Julien,B
50.0,17,1982,Gruaud Larose - Saint Julien,B
50.0,18,1982,Gruaud Larose - Saint Julien,B
50.0,19,1982,Gruaud Larose - Saint Julien,B
50.0,20,1983,Gruaud Larose - Saint Julien,B
50.0,21,1983,Gruaud Larose - Saint Julien,B
50.0,22,1983,Gruaud Larose - Saint Julien,B
50.0,23,1983,Gruaud Larose - Saint Julien,B
50.0,24,1985,Gruaud Larose - Saint Julien,B
50.0,25,,,
,,,,
,,,,
,,Column 51,,
,,,,
,No,,,
51.0,1,,,
51.0,2,,,
51.0,3,1998,La Fleur de Jague - Saint Emilion,B
51.0,4,1998,La Fleur de Jague - Saint Emilion,B
51.0,5,1998,La Fleur de Jague - Saint Emilion,B
51.0,6,1998,La Fleur de Jague - Saint Emilion,B
51.0,7,1998,La Fleur de Jague - Saint Emilion,B
51.0,8,1998,La Fleur de Jague - Saint Emilion,B
51.0,9,1998,La Fleur de Jague - Saint Emilion,B
51.0,10,1998,La Fleur de Jague - Saint Emilion,B
